,0
0,24.993896484375
1,24.993896484375
2,24.993896484375
3,24.993896484375
4,24.993896484375
5,24.993896484375
6,24.993896484375
7,24.993896484375
8,24.993896484375
9,24.993896484375
10,24.993896484375
11,24.993896484375
12,24.993896484375
13,24.993896484375
14,24.993896484375
15,24.993896484375
16,24.993896484375
17,24.993896484375
18,24.993896484375
19,24.993896484375
20,24.993896484375
21,24.993896484375
22,24.993896484375
23,24.993896484375
24,24.993896484375
25,24.993896484375
26,24.993896484375
27,24.993896484375
28,24.993896484375
29,24.993896484375
30,24.993896484375
31,24.993896484375
32,24.993896484375
33,24.993896484375
34,24.993896484375
35,24.993896484375
36,24.993896484375
37,24.993896484375
38,24.993896484375
39,24.993896484375
40,24.993896484375
41,24.993896484375
42,24.993896484375
43,24.993896484375
44,24.993896484375
45,24.993896484375
46,24.993896484375
47,24.993896484375
48,24.993896484375
49,25.99365234375
50,24.993896484375
51,24.993896484375
52,24.993896484375
53,24.993896484375
54,24.993896484375
55,24.993896484375
56,24.993896484375
57,24.993896484375
58,24.993896484375
59,24.993896484375
60,24.993896484375
61,24.993896484375
62,24.993896484375
63,24.993896484375
64,24.993896484375
65,24.993896484375
66,24.993896484375
67,25.99365234375
68,24.993896484375
69,24.993896484375
70,25.99365234375
71,25.99365234375
72,25.99365234375
73,25.99365234375
74,25.99365234375
75,25.99365234375
76,25.99365234375
77,24.993896484375
78,25.99365234375
79,25.99365234375
80,25.99365234375
81,25.99365234375
82,24.993896484375
83,25.99365234375
84,24.993896484375
85,24.993896484375
86,24.993896484375
87,24.993896484375
88,24.993896484375
89,25.99365234375
90,25.99365234375
91,25.99365234375
92,25.99365234375
93,25.99365234375
94,25.99365234375
95,24.993896484375
96,24.993896484375
97,24.993896484375
98,24.993896484375
99,25.99365234375
100,25.99365234375
101,24.993896484375
102,24.993896484375
103,24.993896484375
104,24.993896484375
105,24.993896484375
106,24.993896484375
107,24.993896484375
108,24.993896484375
109,24.993896484375
110,24.993896484375
111,24.993896484375
112,25.99365234375
113,25.99365234375
114,24.993896484375
115,24.993896484375
116,25.99365234375
117,25.99365234375
118,25.99365234375
119,25.99365234375
120,25.99365234375
121,24.993896484375
122,24.993896484375
123,24.993896484375
124,24.993896484375
125,24.993896484375
126,25.99365234375
127,24.993896484375
128,24.993896484375
129,24.993896484375
130,24.993896484375
131,24.993896484375
132,24.993896484375
133,25.99365234375
134,25.99365234375
135,24.993896484375
136,24.993896484375
137,24.993896484375
138,24.993896484375
139,25.99365234375
140,25.99365234375
141,25.99365234375
142,25.99365234375
143,25.99365234375
144,25.99365234375
145,25.99365234375
146,25.99365234375
147,25.99365234375
148,24.993896484375
149,24.993896484375
150,24.993896484375
151,24.993896484375
152,25.99365234375
153,25.99365234375
154,24.993896484375
155,24.993896484375
156,24.993896484375
157,24.993896484375
158,24.993896484375
159,24.993896484375
160,24.993896484375
161,24.993896484375
162,24.993896484375
163,24.993896484375
164,24.993896484375
165,25.99365234375
166,25.99365234375
167,25.99365234375
168,25.99365234375
169,25.99365234375
170,25.99365234375
171,25.99365234375
172,24.993896484375
173,24.993896484375
174,24.993896484375
175,24.993896484375
176,24.993896484375
177,24.993896484375
178,24.993896484375
179,24.993896484375
180,24.993896484375
181,24.993896484375
182,24.993896484375
183,25.99365234375
184,24.993896484375
185,25.99365234375
186,24.993896484375
187,24.993896484375
188,25.99365234375
189,25.99365234375
190,25.99365234375
191,25.99365234375
192,25.99365234375
193,25.99365234375
194,25.99365234375
195,25.99365234375
196,25.99365234375
197,25.99365234375
198,25.99365234375
199,25.99365234375
200,25.99365234375
201,25.99365234375
202,25.99365234375
203,25.99365234375
204,25.99365234375
205,25.99365234375
206,25.99365234375
207,25.99365234375
208,24.993896484375
209,24.993896484375
210,24.993896484375
211,25.99365234375
212,25.99365234375
213,24.993896484375
214,24.993896484375
215,24.993896484375
216,24.993896484375
217,24.993896484375
218,24.993896484375
219,24.993896484375
220,25.99365234375
221,25.99365234375
222,25.99365234375
223,25.99365234375
224,25.99365234375
225,25.99365234375
226,25.99365234375
227,25.99365234375
228,25.99365234375
229,25.99365234375
230,25.99365234375
231,25.99365234375
232,25.99365234375
233,25.99365234375
234,24.993896484375
235,24.993896484375
236,24.993896484375
237,24.993896484375
238,24.993896484375
239,24.993896484375
240,24.993896484375
241,24.993896484375
242,24.993896484375
243,24.993896484375
244,24.993896484375
245,24.993896484375
246,24.993896484375
247,24.993896484375
248,25.99365234375
249,25.99365234375
250,25.99365234375
251,25.99365234375
252,24.993896484375
253,25.99365234375
254,25.99365234375
255,25.99365234375
256,24.993896484375
257,24.993896484375
258,24.993896484375
259,24.993896484375
260,25.99365234375
261,24.993896484375
262,25.99365234375
263,25.99365234375
264,25.99365234375
265,25.99365234375
266,25.99365234375
267,25.99365234375
268,25.99365234375
269,25.99365234375
270,25.99365234375
271,25.99365234375
272,25.99365234375
273,24.993896484375
274,24.993896484375
275,24.993896484375
276,24.993896484375
277,25.99365234375
278,25.99365234375
279,25.99365234375
280,25.99365234375
281,25.99365234375
282,25.99365234375
283,25.99365234375
284,25.99365234375
285,24.993896484375
286,24.993896484375
287,24.993896484375
288,24.993896484375
289,24.993896484375
290,24.993896484375
291,24.993896484375
292,25.99365234375
293,24.993896484375
294,24.993896484375
295,24.993896484375
296,25.99365234375
297,25.99365234375
298,25.99365234375
299,25.99365234375
300,25.99365234375
301,25.99365234375
302,24.993896484375
303,24.993896484375
304,24.993896484375
305,24.993896484375
306,24.993896484375
307,25.99365234375
308,24.993896484375
309,25.99365234375
310,25.99365234375
311,24.993896484375
312,25.99365234375
313,25.99365234375
314,25.99365234375
315,25.99365234375
316,24.993896484375
317,24.993896484375
318,24.993896484375
319,24.993896484375
320,25.99365234375
321,24.993896484375
322,25.99365234375
323,25.99365234375
324,25.99365234375
325,25.99365234375
326,25.99365234375
327,25.99365234375
328,25.99365234375
329,25.99365234375
330,24.993896484375
331,24.993896484375
332,24.993896484375
333,24.993896484375
334,24.993896484375
335,24.993896484375
336,24.993896484375
337,25.99365234375
338,25.99365234375
339,25.99365234375
340,24.993896484375
341,24.993896484375
342,25.99365234375
343,25.99365234375
344,25.99365234375
345,25.99365234375
346,25.99365234375
347,25.99365234375
348,25.99365234375
349,25.99365234375
350,25.99365234375
351,25.99365234375
352,24.993896484375
353,24.993896484375
354,24.993896484375
355,24.993896484375
356,25.99365234375
357,24.993896484375
358,25.99365234375
359,25.99365234375
360,24.993896484375
361,24.993896484375
362,24.993896484375
363,24.993896484375
364,24.993896484375
365,25.99365234375
366,25.99365234375
367,25.99365234375
368,25.99365234375
369,24.993896484375
370,24.993896484375
371,24.993896484375
372,24.993896484375
373,24.993896484375
374,24.993896484375
375,25.99365234375
376,24.993896484375
377,24.993896484375
378,24.993896484375
379,24.993896484375
380,24.993896484375
381,24.993896484375
382,24.993896484375
383,24.993896484375
384,24.993896484375
385,24.993896484375
386,24.993896484375
387,24.993896484375
388,24.993896484375
389,24.993896484375
390,24.993896484375
391,24.993896484375
392,24.993896484375
393,24.993896484375
394,24.993896484375
395,25.99365234375
396,25.99365234375
397,25.99365234375
398,24.993896484375
399,24.993896484375
400,24.993896484375
401,24.993896484375
402,25.99365234375
403,25.99365234375
404,25.99365234375
405,25.99365234375
406,25.99365234375
407,25.99365234375
408,25.99365234375
409,25.99365234375
410,24.993896484375
411,24.993896484375
412,24.993896484375
413,24.993896484375
414,24.993896484375
415,24.993896484375
416,24.993896484375
417,24.993896484375
418,24.993896484375
419,25.99365234375
420,25.99365234375
421,25.99365234375
422,25.99365234375
423,25.99365234375
424,25.99365234375
425,24.993896484375
426,24.993896484375
427,24.993896484375
428,24.993896484375
429,25.99365234375
430,24.993896484375
431,24.993896484375
432,24.993896484375
433,24.993896484375
434,24.993896484375
435,24.993896484375
436,25.99365234375
437,25.99365234375
438,25.99365234375
439,25.99365234375
440,25.99365234375
441,25.99365234375
442,25.99365234375
443,25.99365234375
444,24.993896484375
445,24.993896484375
446,24.993896484375
447,24.993896484375
448,24.993896484375
449,24.993896484375
450,25.99365234375
451,25.99365234375
452,24.993896484375
453,24.993896484375
454,24.993896484375
455,24.993896484375
456,24.993896484375
457,24.993896484375
458,25.99365234375
459,25.99365234375
460,25.99365234375
461,25.99365234375
462,25.99365234375
463,25.99365234375
464,24.993896484375
465,24.993896484375
466,24.993896484375
467,24.993896484375
468,24.993896484375
469,24.993896484375
470,24.993896484375
471,24.993896484375
472,24.993896484375
473,24.993896484375
474,24.993896484375
475,24.993896484375
476,24.993896484375
477,24.993896484375
478,24.993896484375
479,24.993896484375
480,24.993896484375
481,24.993896484375
482,24.993896484375
483,24.993896484375
484,24.993896484375
485,24.993896484375
486,24.993896484375
487,24.993896484375
488,24.993896484375
489,24.993896484375
490,24.993896484375
491,24.993896484375
492,24.993896484375
493,24.993896484375
494,24.993896484375
495,24.993896484375
496,24.993896484375
497,24.993896484375
498,24.993896484375
499,24.993896484375
500,24.993896484375
501,24.993896484375
502,24.993896484375
503,24.993896484375
504,24.993896484375
505,24.993896484375
506,24.993896484375
507,24.993896484375
508,24.993896484375
509,24.993896484375
510,24.993896484375
511,24.993896484375
512,24.993896484375
513,24.993896484375
514,24.993896484375
515,24.993896484375
516,24.993896484375
517,24.993896484375
518,24.993896484375
519,24.993896484375
520,24.993896484375
521,24.993896484375
522,24.993896484375
523,24.993896484375
524,24.993896484375
525,24.993896484375
526,24.993896484375
527,24.993896484375
528,24.993896484375
529,24.993896484375
530,24.993896484375
531,24.993896484375
532,24.993896484375
533,24.993896484375
534,24.993896484375
535,24.993896484375
536,24.993896484375
537,24.993896484375
538,24.993896484375
539,24.993896484375
540,24.993896484375
541,24.993896484375
542,24.993896484375
543,24.993896484375
544,24.993896484375
545,24.993896484375
546,24.993896484375
547,24.993896484375
548,24.993896484375
549,24.993896484375
550,24.993896484375
551,24.993896484375
552,24.993896484375
553,24.993896484375
554,24.993896484375
555,24.993896484375
556,24.993896484375
557,24.993896484375
558,24.993896484375
559,23.994140625
560,23.994140625
561,23.994140625
562,23.994140625
563,23.994140625
564,23.994140625
565,23.994140625
566,23.994140625
567,23.994140625
568,23.994140625
569,23.994140625
570,23.994140625
571,23.994140625
572,23.994140625
573,23.994140625
574,23.994140625
575,23.994140625
576,23.994140625
577,22.994384765625
578,22.994384765625
579,23.994140625
580,23.994140625
581,23.994140625
582,23.994140625
583,22.994384765625
584,22.994384765625
585,22.994384765625
586,22.994384765625
587,22.994384765625
588,22.994384765625
589,22.994384765625
590,22.994384765625
591,22.994384765625
592,22.994384765625
593,22.994384765625
594,22.994384765625
595,22.994384765625
596,22.994384765625
597,22.994384765625
598,22.994384765625
599,22.994384765625
600,22.994384765625
601,22.994384765625
602,22.994384765625
603,22.994384765625
604,22.994384765625
605,22.994384765625
606,22.994384765625
607,22.994384765625
608,22.994384765625
609,22.994384765625
610,22.994384765625
611,22.994384765625
612,22.994384765625
613,22.994384765625
614,22.994384765625
615,22.994384765625
616,22.994384765625
617,22.994384765625
618,22.994384765625
619,22.994384765625
620,22.994384765625
621,22.994384765625
622,22.994384765625
623,22.994384765625
624,22.994384765625
625,22.994384765625
626,22.994384765625
627,21.99462890625
628,21.99462890625
629,21.99462890625
630,21.99462890625
631,22.994384765625
632,21.99462890625
633,21.99462890625
634,21.99462890625
635,21.99462890625
636,21.99462890625
637,21.99462890625
638,21.99462890625
639,21.99462890625
640,21.99462890625
641,21.99462890625
642,21.99462890625
643,21.99462890625
644,21.99462890625
645,21.99462890625
646,21.99462890625
647,21.99462890625
648,21.99462890625
649,21.99462890625
650,21.99462890625
651,21.99462890625
652,21.99462890625
653,21.99462890625
654,21.99462890625
655,21.99462890625
656,21.99462890625
657,21.99462890625
658,21.99462890625
659,21.99462890625
660,21.99462890625
661,21.99462890625
662,21.99462890625
663,21.99462890625
664,21.99462890625
665,21.99462890625
666,21.99462890625
667,21.99462890625
668,21.99462890625
669,21.99462890625
670,21.99462890625
671,21.99462890625
672,21.99462890625
673,21.99462890625
674,21.99462890625
675,21.99462890625
676,21.99462890625
677,21.99462890625
678,21.99462890625
679,21.99462890625
680,21.99462890625
681,21.99462890625
682,21.99462890625
683,20.994873046875
684,21.99462890625
685,21.99462890625
686,21.99462890625
687,21.99462890625
688,21.99462890625
689,21.99462890625
690,21.99462890625
691,21.99462890625
692,21.99462890625
693,21.99462890625
694,21.99462890625
695,20.994873046875
696,20.994873046875
697,20.994873046875
698,20.994873046875
699,21.99462890625
700,21.99462890625
701,20.994873046875
702,20.994873046875
703,20.994873046875
704,20.994873046875
705,20.994873046875
706,20.994873046875
707,20.994873046875
708,20.994873046875
709,20.994873046875
710,20.994873046875
711,20.994873046875
712,20.994873046875
713,20.994873046875
714,20.994873046875
715,20.994873046875
716,20.994873046875
717,20.994873046875
718,20.994873046875
719,20.994873046875
720,20.994873046875
721,20.994873046875
722,20.994873046875
723,20.994873046875
724,20.994873046875
725,20.994873046875
726,20.994873046875
727,20.994873046875
728,20.994873046875
729,20.994873046875
730,20.994873046875
731,20.994873046875
732,20.994873046875
733,20.994873046875
734,20.994873046875
735,20.994873046875
736,20.994873046875
737,20.994873046875
738,20.994873046875
739,20.994873046875
740,20.994873046875
741,20.994873046875
742,20.994873046875
743,20.994873046875
744,20.994873046875
745,20.994873046875
746,20.994873046875
747,20.994873046875
748,20.994873046875
749,20.994873046875
750,20.994873046875
751,20.994873046875
752,20.994873046875
753,20.994873046875
754,20.994873046875
755,20.994873046875
756,20.994873046875
757,19.9951171875
758,20.994873046875
759,20.994873046875
760,20.994873046875
761,20.994873046875
762,20.994873046875
763,20.994873046875
764,20.994873046875
765,20.994873046875
766,20.994873046875
767,20.994873046875
768,20.994873046875
769,20.994873046875
770,20.994873046875
771,20.994873046875
772,20.994873046875
773,20.994873046875
774,20.994873046875
775,20.994873046875
776,20.994873046875
777,20.994873046875
778,20.994873046875
779,20.994873046875
780,20.994873046875
781,20.994873046875
782,20.994873046875
783,20.994873046875
784,20.994873046875
785,20.994873046875
786,20.994873046875
787,20.994873046875
788,20.994873046875
789,20.994873046875
790,20.994873046875
791,20.994873046875
792,20.994873046875
793,20.994873046875
794,20.994873046875
795,20.994873046875
796,20.994873046875
797,20.994873046875
798,20.994873046875
799,20.994873046875
800,20.994873046875
801,20.994873046875
802,20.994873046875
803,20.994873046875
804,20.994873046875
805,20.994873046875
806,20.994873046875
807,20.994873046875
808,20.994873046875
809,20.994873046875
810,20.994873046875
811,20.994873046875
812,20.994873046875
813,20.994873046875
814,20.994873046875
815,20.994873046875
816,20.994873046875
817,20.994873046875
818,20.994873046875
819,20.994873046875
820,21.99462890625
821,21.99462890625
822,21.99462890625
823,21.99462890625
824,21.99462890625
825,21.99462890625
826,21.99462890625
827,21.99462890625
828,21.99462890625
829,21.99462890625
830,21.99462890625
831,21.99462890625
832,21.99462890625
833,21.99462890625
834,21.99462890625
835,21.99462890625
836,21.99462890625
837,21.99462890625
838,21.99462890625
839,21.99462890625
840,21.99462890625
841,21.99462890625
842,21.99462890625
843,21.99462890625
844,21.99462890625
845,22.994384765625
846,22.994384765625
847,22.994384765625
848,22.994384765625
849,22.994384765625
850,22.994384765625
851,22.994384765625
852,22.994384765625
853,22.994384765625
854,22.994384765625
855,22.994384765625
856,22.994384765625
857,22.994384765625
858,22.994384765625
859,22.994384765625
860,22.994384765625
861,22.994384765625
862,22.994384765625
863,22.994384765625
864,22.994384765625
865,22.994384765625
866,22.994384765625
867,22.994384765625
868,22.994384765625
869,22.994384765625
870,22.994384765625
871,22.994384765625
872,22.994384765625
873,22.994384765625
874,22.994384765625
875,22.994384765625
876,22.994384765625
877,22.994384765625
878,22.994384765625
879,22.994384765625
880,22.994384765625
881,22.994384765625
882,23.994140625
883,23.994140625
884,22.994384765625
885,22.994384765625
886,22.994384765625
887,23.994140625
888,23.994140625
889,23.994140625
890,23.994140625
891,23.994140625
892,23.994140625
893,23.994140625
894,23.994140625
895,23.994140625
